Form name,Form number,Form category ids,Plain language description (1-2 sentences),PDF URL,Arabic URL,Cambodian URL,Chinese URL,Chinese Traditional URL,Farsi URL,Hmong URL,Korean URL,Punjabi URL,Russian URL,Spanish URL,Tagalog URL,Vietnamese URL,Form filling instructions URL,Mandatory Form,Revision Date,,,,,,
Request for Hearing on Waiver of Presumptive Transfer,JV-214,juvenile,,https://www.courts.ca.gov/documents/jv214.pdf,,,,,,,,,,,,,,TRUE,9/1/2018,,,,,,
Notice of and Order on Request for Hearing on Waiver of Presumptive Transfer,JV-214(A),juvenile,,https://www.courts.ca.gov/documents/jv214a.pdf,,,,,,,,,,,,,,TRUE,9/1/2018,,,,,,
Instructions for Requesting a Hearing to Review Waiver of Presumptive Transfer of Specialty Mental Health Services,JV-214-INFO,juvenile,,https://www.courts.ca.gov/documents/jv214info.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv214infos.pdf,,,,FALSE,9/1/2018,,,,,,
Order After Hearing on Waiver of Presumptive Transfer,JV-215,juvenile,,https://www.courts.ca.gov/documents/jv215.pdf,,,,,,,,,,,,,,TRUE,9/1/2018,,,,,,
Order Delegating Judicial Authority Over Psychotropic Medication,JV-216,juvenile,,https://www.courts.ca.gov/documents/jv216.pdf,,,,,,,,,,,,,,FALSE,9/1/2018,,,,,,
Guide to Psychotropic Medication Forms,JV-217-INFO,juvenile,,https://www.courts.ca.gov/documents/jv217info.pdf,,,,,,,,,,,,,,TRUE,1/1/2019,,,,,,
Child's Opinion About the Medicine,JV-218,juvenile,,https://www.courts.ca.gov/documents/jv218.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv218s.pdf,,,,FALSE,7/1/2016,,,,,,
Statement About Medicine Prescribed,JV-219,juvenile,,https://www.courts.ca.gov/documents/jv219.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv219s.pdf,,,,FALSE,1/1/2018,,,,,,
Physician's Statement—Attachment,JV-220(A),juvenile,,https://www.courts.ca.gov/documents/jv220a.pdf,,,,,,,,,,,,,,TRUE,1/1/2018,,,,,,
Application For Psychotropic Medication,JV-220,juvenile,,https://www.courts.ca.gov/documents/jv220.pdf,,,,,,,,,,,,,,TRUE,1/1/2018,,,,,,
Physician's Request to Continue Medication—Attachment,JV-220(B),juvenile,,https://www.courts.ca.gov/documents/jv220b.pdf,,,,,,,,,,,,,,TRUE,1/1/2018,,,,,,
Proof of Notice of Application,JV-221,juvenile,,https://www.courts.ca.gov/documents/jv221.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
Input on Application for Psychotropic Medication,JV-222,juvenile,,https://www.courts.ca.gov/documents/jv222.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv222s.pdf,,,,TRUE,1/1/2018,,,,,,
Order on Application for Psychotropic Medication,JV-223,juvenile,,https://www.courts.ca.gov/documents/jv223.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
County Report on Psychotropic Medication,JV-224,juvenile,,https://www.courts.ca.gov/documents/jv224.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
Your Child's Health and Education,JV-225,juvenile,,https://www.courts.ca.gov/documents/jv225.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv225s.pdf,,,,TRUE,1/1/2014,,,,,,
Authorization to Release Health and Mental Health Information,JV-226,juvenile,,https://www.courts.ca.gov/documents/jv226.pdf,,,,,,,,,,,,,,FALSE,7/1/2013,,,,,,
Consent to Release Education Information,JV-227,juvenile,,https://www.courts.ca.gov/documents/jv227.pdf,,,,,,,,,,,,,,FALSE,1/1/2014,,,,,,
Position on Release of Information to Medical Board of California,JV-228,juvenile,,https://www.courts.ca.gov/documents/jv228.pdf,,,,,,,,,,,,,,FALSE,9/1/2020,,,,,,
Background on Release of Information to Medical Board of California,JV-228-INFO,juvenile,,https://www.courts.ca.gov/documents/jv228info.pdf,,,,,,,,,,,,,,FALSE,9/1/2020,,,,,,
Withdrawal of Release of Information to Medical Board of California,JV-229,juvenile,,https://www.courts.ca.gov/documents/jv229.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
Request for Restraining Order—Juvenile,JV-245,juvenile,,https://www.courts.ca.gov/documents/jv245.pdf,,,https://www.courts.ca.gov/documents/jv245c.pdf,,,,https://www.courts.ca.gov/documents/jv245k.pdf,,,https://www.courts.ca.gov/documents/jv245s.pdf,,https://www.courts.ca.gov/documents/jv245v.pdf,,TRUE,1/1/2017,,,,,,
Answer to Request for Restraining Order—Juvenile,JV-247,juvenile,,https://www.courts.ca.gov/documents/jv247.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv247s.pdf,,,,TRUE,7/1/2014,,,,,,
Notice of Hearing and Temporary Restraining Order—Juvenile,JV-250,juvenile,,https://www.courts.ca.gov/documents/jv250.pdf,,,https://www.courts.ca.gov/documents/jv250c.pdf,,,,https://www.courts.ca.gov/documents/jv250k.pdf,,,https://www.courts.ca.gov/documents/jv250s.pdf,,https://www.courts.ca.gov/documents/jv250v.pdf,,TRUE,9/1/2019,,,,,,
Request and Order to Continue Hearing,JV-251,juvenile,,https://www.courts.ca.gov/documents/jv251.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv251s.pdf,,,,FALSE,7/1/2016,,,,,,
"Proof of Firearms Turned In, Sold, or Stored",JV-252,juvenile,,https://www.courts.ca.gov/documents/jv252.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
"How Do I Turn In, Sell, or Store My Firearms?",JV-252-INFO,juvenile,,https://www.courts.ca.gov/documents/jv252info.pdf,,,https://www.courts.ca.gov/documents/jv252infoc.pdf,,,,https://www.courts.ca.gov/documents/jv252infok.pdf,,,https://www.courts.ca.gov/documents/jv252infos.pdf,,https://www.courts.ca.gov/documents/jv252infov.pdf,,FALSE,7/1/2014,,,,,,
Restraining Order—Juvenile (CLETS—JUV),JV-255,juvenile,,https://www.courts.ca.gov/documents/jv255.pdf,,,https://www.courts.ca.gov/documents/jv255c.pdf,,,,https://www.courts.ca.gov/documents/jv255k.pdf,,,https://www.courts.ca.gov/documents/jv255s.pdf,,https://www.courts.ca.gov/documents/jv255v.pdf,,TRUE,9/1/2019,,,,,,
Change to Restraining Order After Hearing,JV-257,juvenile,,https://www.courts.ca.gov/documents/jv257.pdf,,,https://www.courts.ca.gov/documents/jv257c.pdf,,,,https://www.courts.ca.gov/documents/jv257k.pdf,,,https://www.courts.ca.gov/documents/jv257s.pdf,,https://www.courts.ca.gov/documents/jv257v.pdf,,TRUE,1/1/2014,,,,,,
Notice of Review Hearing,JV-280,juvenile,,https://www.courts.ca.gov/documents/jv280.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv280s.pdf,,,,TRUE,1/1/2007,,,,,,
Notice of Hearing—Nonminor,JV-281,juvenile,,https://www.courts.ca.gov/documents/jv281.pdf,,,,,,,,,,,,,,FALSE,1/1/2014,,,,,,
Proof of service—Nonminor,JV-282,"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv282.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Relative Information,JV-285,juvenile,,https://www.courts.ca.gov/documents/jv285.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv285s.pdf,,,,FALSE,9/1/2020,,,,,,
Confidential Information,JV-287,juvenile,,https://www.courts.ca.gov/documents/jv287.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv287s.pdf,,,,FALSE,9/1/2020,,,,,,
Caregiver Information Form,JV-290,juvenile,,https://www.courts.ca.gov/documents/jv290.pdf,,,https://www.courts.ca.gov/documents/jv290c.pdf,,,,https://www.courts.ca.gov/documents/jv290k.pdf,,,https://www.courts.ca.gov/documents/jv290s.pdf,,https://www.courts.ca.gov/documents/jv290v.pdf,https://www.courts.ca.gov/documents/jv290info.pdf,FALSE,9/1/2020,,,,,,
Instructions to Complete the Caregiver Information Form,JV-290-INFO,juvenile,,https://www.courts.ca.gov/documents/jv290info.pdf,,,https://www.courts.ca.gov/documents/jv290infoc.pdf,,,,https://www.courts.ca.gov/documents/jv290infok.pdf,,,https://www.courts.ca.gov/documents/jv290infos.pdf,,https://www.courts.ca.gov/documents/jv290infov.pdf,,FALSE,10/1/2007,,,,,,
Information on Requesting Access to Records for Persons With a Limited Right to Appeal,JV-291-INFO,juvenile,,https://www.courts.ca.gov/documents/jv291info.pdf,,,,,,,,,,,,,,FALSE,9/1/2020,,,,,,
De Facto Parent Request,JV-295,juvenile,,https://www.courts.ca.gov/documents/jv295.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv295s.pdf,,,,TRUE,9/1/2020,,,,,,
De Facto Parent Statement,JV-296,juvenile,,https://www.courts.ca.gov/documents/jv296.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv296s.pdf,,,,TRUE,1/1/2007,,,,,,
De Facto Parent Order,JV-297,juvenile,,https://www.courts.ca.gov/documents/jv297.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv297s.pdf,,,,TRUE,9/1/2019,,,,,,
Order Ending De Facto Parent Status,JV-298,juvenile,,https://www.courts.ca.gov/documents/jv298.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv298s.pdf,,,,TRUE,1/1/2007,,,,,,
De Facto Parent Pamphlet,JV-299,juvenile,,https://www.courts.ca.gov/documents/jv299.pdf,,,https://www.courts.ca.gov/documents/jv299c.pdf,,,,https://www.courts.ca.gov/documents/jv299k.pdf,,,https://www.courts.ca.gov/documents/jv299s.pdf,,https://www.courts.ca.gov/documents/jv299v.pdf,,FALSE,9/1/2019,,,,,,
Notice of Hearing on Selection of a Permanent Plan,JV-300,juvenile,,https://www.courts.ca.gov/documents/jv300.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv300s.pdf,,,,TRUE,7/1/2010,,,,,,
Citation for Publication Under Welfare and Institutions Code Section 294,JV-305,juvenile,,https://www.courts.ca.gov/documents/jv305.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv305s.pdf,,,,TRUE,1/1/2007,,,,,,
Proof of Service Under Section 366.26 of the Welfare And Institutions Code,JV-310,"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv310.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv310s.pdf,,,,TRUE,1/1/2019,,,,,,
"Orders under Welfare and Institutions Code Sections 366.24, 366.26, 727.3, 727.31",JV-320,juvenile,,https://www.courts.ca.gov/documents/jv320.pdf,,,,,,,,,,,,,,TRUE,1/17/2020,,,,,,
Request for Prospective Adoptive Parent Designation,JV-321,juvenile,,https://www.courts.ca.gov/documents/jv321.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
Confidential Information—Prospective Adoptive Parent,JV-322,juvenile,,https://www.courts.ca.gov/documents/jv322.pdf,,,,,,,,,,,,,,TRUE,1/1/2007,,,,,,
Notice of Intent to Remove Child,JV-323,juvenile,,https://www.courts.ca.gov/documents/jv323.pdf,,,,,,,,,,,,,,TRUE,1/1/2008,,,,,,
Notice of Emergency Removal,JV-324,juvenile,,https://www.courts.ca.gov/documents/jv324.pdf,,,,,,,,,,,,,,TRUE,1/1/2008,,,,,,
Objection to Removal,JV-325,juvenile,,https://www.courts.ca.gov/documents/jv325.pdf,,,,,,,,,,,,,,TRUE,9/1/2020,,,,,,
Proof of Notice,JV-326,juvenile,,https://www.courts.ca.gov/documents/jv326.pdf,,,,,,,,,,,,,,TRUE,1/1/2019,,,,,,
Instructions for Notice of Prospective Adoptive Parent Hearing,JV-326-INFO,juvenile,,https://www.courts.ca.gov/documents/jv326info.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv326infos.pdf,,,,FALSE,1/1/2019,,,,,,
Prospective Adoptive Parent Designation Order,JV-327,juvenile,,https://www.courts.ca.gov/documents/jv327.pdf,,,,,,,,,,,,,,TRUE,7/1/2010,,,,,,
Prospective Adoptive Parent Order After Hearing,JV-328,juvenile,,https://www.courts.ca.gov/documents/jv328.pdf,,,,,,,,,,,,,,TRUE,1/1/2008,,,,,,
Letters of Guardianship (Juvenile),JV-330,juvenile,,https://www.courts.ca.gov/documents/jv330.pdf,,,https://www.courts.ca.gov/documents/jv330c.pdf,,,,https://www.courts.ca.gov/documents/jv330k.pdf,,,https://www.courts.ca.gov/documents/jv330s.pdf,,https://www.courts.ca.gov/documents/jv330v.pdf,,TRUE,9/1/2019,,,,,,
Becoming a Child's Guardian in Juvenile Court,JV-350-INFO,juvenile,,https://www.courts.ca.gov/documents/jv350info.pdf,,,https://www.courts.ca.gov/documents/jv350infoc.pdf,,,,https://www.courts.ca.gov/documents/jv350infok.pdf,,,https://www.courts.ca.gov/documents/jv350infos.pdf,,https://www.courts.ca.gov/documents/jv350infov.pdf,,FALSE,9/1/2019,,,,,,
Request for Special Immigrant Juvenile Findings,JV-356,juvenile,,https://www.courts.ca.gov/documents/jv356.pdf,,,,,,,,,,,,,,TRUE,1/1/2016,,,,,,
Special Immigrant Juvenile Findings,JV-357,juvenile,,https://www.courts.ca.gov/documents/jv357.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv357s.pdf,,,,TRUE,7/1/2016,,,,,,
Termination of Dependency for Adoption (Juvenile),JV-364,juvenile,,https://www.courts.ca.gov/documents/jv364.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv364s.pdf,,,,TRUE,1/1/2020,,,,,,
Termination of Juvenile Court Jurisdiction—Nonminor,JV-365,juvenile,,https://www.courts.ca.gov/documents/jv365.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv365s.pdf,,,,TRUE,1/1/2017,,,,,,
Findings and Orders After Hearing to Consider Termination of Juvenile Court Jurisdiction Over a Nonminor,JV-367,juvenile,,https://www.courts.ca.gov/documents/jv367.pdf,,,,,,,,,,,,,,TRUE,1/1/2019,,,,,,
"Visitation Attachment: Parent, Legal Guardian, Indian Custodian, Other Important Person",JV-400,juvenile,,https://www.courts.ca.gov/documents/jv400.pdf,,,,,,,,,,,,,,FALSE,1/1/2007,,,,,,
Visitation Attachment: Sibling,JV-401,juvenile,,https://www.courts.ca.gov/documents/jv401.pdf,,,,,,,,,,,,,,FALSE,1/1/2015,,,,,,
Visitation Attachment: Grandparent,JV-402,juvenile,,https://www.courts.ca.gov/documents/jv402.pdf,,,,,,,,,,,,,,FALSE,1/1/2007,,,,,,
Sibling Attachment: Contact and Placement,JV-403,juvenile,,https://www.courts.ca.gov/documents/jv403.pdf,,,,,,,,,,,,,,FALSE,1/1/2016,,,,,,
Continuance—Continuance—Dependency Detention Hearing,JV-405,juvenile,,https://www.courts.ca.gov/documents/jv405.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
Continuance—General,JV-406,juvenile,,https://www.courts.ca.gov/documents/jv406.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Findings and Orders After Detention Hearing (Welf. & Inst. Code, § 319)",JV-410,juvenile,,https://www.courts.ca.gov/documents/jv410.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After Jurisdiction Hearing (Welf. & Inst. Code, § 356)",JV-412,juvenile,,https://www.courts.ca.gov/documents/jv412.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After Dispositional Hearing (Welf. & Inst. Code, § 361 et seq.)",JV-415,juvenile,,https://www.courts.ca.gov/documents/jv415.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Dispositional Attachment: Dismissal of Petition With or Without Informal Supervision (Welf. & Inst. Code, § 360(b))",JV-416,juvenile,,https://www.courts.ca.gov/documents/jv416.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Dispositional Attachment: In-Home Placement With Formal Supervision (Welf. & Inst. Code, § 361)",JV-417,juvenile,,https://www.courts.ca.gov/documents/jv417.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Dispositional Attachment: Appointment of Guardian (Welf. & Inst. Code, § 360(a))",JV-418,juvenile,,https://www.courts.ca.gov/documents/jv418.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
Guardianship—Consent and Waiver of Rights,JV-419,juvenile,,https://www.courts.ca.gov/documents/jv419.pdf,,,,,,,,,,,,,,FALSE,1/1/2007,,,,,,
Guardianship—Child's Consent and Waiver of Rights,JV-419A,juvenile,,https://www.courts.ca.gov/documents/jv419a.pdf,,,,,,,,,,,,,,FALSE,1/1/2007,,,,,,
"Dispositional Attachment: Removal From Custodial Parent-Placement With Previously Noncustodial Parent (Welf. & Inst. Code, §§ 361, 361.2)",JV-420,juvenile,,https://www.courts.ca.gov/documents/jv420.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Dispositional Attachment: Removal From Custodial Parent—Placement With Nonparent (Welf. & Inst. Code, §§ 361, 361.2)",JV-421,juvenile,,https://www.courts.ca.gov/documents/jv421.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After In-Home Status Review Hearing (Welf. & Inst. Code, § 364)",JV-425,juvenile,,https://www.courts.ca.gov/documents/jv425.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Findings and Orders After In-Home Status Review Hearing—Child Placed With Previously Noncustodial Parent (Welf. & Inst. Code, §§ 364, 366.21)",JV-426,juvenile,,https://www.courts.ca.gov/documents/jv426.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Findings and Orders After Six-Month Status Review Hearing (Welf. & Inst. Code, § 366.21(e))",JV-430,juvenile,,https://www.courts.ca.gov/documents/jv430.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Six-Month Prepermanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.21(e))",JV-431,juvenile,,https://www.courts.ca.gov/documents/jv431.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Six-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.21(e))",JV-432,juvenile,,https://www.courts.ca.gov/documents/jv432.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Six-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.21(e))",JV-433,juvenile,,https://www.courts.ca.gov/documents/jv433.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After 12-Month Permanency Hearing (Welf. & Inst. Code, § 366.21(f))",JV-435,juvenile,,https://www.courts.ca.gov/documents/jv435.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Twelve-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.21(f))",JV-436,juvenile,,https://www.courts.ca.gov/documents/jv436.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Twelve-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.21(f))",JV-437,juvenile,,https://www.courts.ca.gov/documents/jv437.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Twelve-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.21(f))",JV-438,juvenile,,https://www.courts.ca.gov/documents/jv438.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After 18-Month Permanency Hearing (Welf. & Inst. Code, § 366.22)",JV-440,juvenile,,https://www.courts.ca.gov/documents/jv440.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Eighteen-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.22)",JV-441,juvenile,,https://www.courts.ca.gov/documents/jv441.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Eighteen-Month Permanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.22)",JV-442,juvenile,,https://www.courts.ca.gov/documents/jv442.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Eighteen-Month Permanency Attachment: Reunification Services Continued (Welf. & Inst. Code, § 366.22)",JV-443,juvenile,,https://www.courts.ca.gov/documents/jv443.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Findings and Orders After Postpermanency Hearing—Parental Rights Terminated; Permanent Plan of Adoption (Welf. & Inst. Code, § 366.3(f))",JV-445,juvenile,,https://www.courts.ca.gov/documents/jv445.pdf,,,,,,,,,,,,,,FALSE,1/1/2018,,,,,,
"Findings and Orders After Postpermanency Hearing—Permanent Plan Other Than Adoption (Welf. & Inst. Code, § 366.3)",JV-446,juvenile,,https://www.courts.ca.gov/documents/jv446.pdf,,,,,,,,,,,,,,FALSE,1/1/2018,,,,,,
"Order Granting Authority to Consent to Medical, Surgical, and Dental Care (Welf. & Inst. Code, § 366.27)",JV-448,juvenile,,https://www.courts.ca.gov/documents/jv448.pdf,,,,,,,,,,,,,,FALSE,1/1/2006,,,,,,
Order for Prisoner's Appearance at Hearing Affecting Parental Rights,JV-450,juvenile,,https://www.courts.ca.gov/documents/jv450.pdf,,,,,,,,,,,,,,TRUE,1/1/2012,,,,,,
Prisoner's Statement Regarding Appearance at Hearing Affecting Parental Rights,JV-451,juvenile,,https://www.courts.ca.gov/documents/jv451.pdf,,,,,,,,,,,,,,TRUE,1/1/2012,,,,,,
"Findings and Orders After 24-Month Permanency Hearing (Welf. & Inst. Code, § 366.25)",JV-455,juvenile,,https://www.courts.ca.gov/documents/jv455.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
"Twenty-four-Month Permanency Attachment: Child Reunified (Welf. & Inst. Code, § 366.25)",JV-456,juvenile,,https://www.courts.ca.gov/documents/jv456.pdf,,,,,,,,,,,,,,FALSE,7/1/2011,,,,,,
"Twenty-four-Month Prepermanency Attachment: Reunification Services Terminated (Welf. & Inst. Code, § 366.25)",JV-457,juvenile,,https://www.courts.ca.gov/documents/jv457.pdf,,,,,,,,,,,,,,FALSE,1/1/2020,,,,,,
Attachment: Additional Findings and Orders for Child Approaching Majority—Dependency,JV-460,juvenile,,https://www.courts.ca.gov/documents/jv460.pdf,,,,,,,,,,,,,,FALSE,1/1/2014,,,,,,
Findings and Orders After Nonminor Dependent Status Review Hearing,JV-462,juvenile,,https://www.courts.ca.gov/documents/jv462.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
How to Ask to Return to Juvenile Court Jurisdiction and Foster Care,JV-464-INFO,juvenile,,https://www.courts.ca.gov/documents/jv464info.pdf,,,https://www.courts.ca.gov/documents/jv464infoc.pdf,,,,https://www.courts.ca.gov/documents/jv464infok.pdf,,,https://www.courts.ca.gov/documents/jv464infos.pdf,,https://www.courts.ca.gov/documents/jv464infov.pdf,,TRUE,1/1/2016,,,,,,
Request to Return to Juvenile Court Jurisdiction and Foster Care,JV-466,juvenile,,https://www.courts.ca.gov/documents/jv466.pdf,,,,,,,,,,,,,,TRUE,1/1/2019,,,,,,
Confidential Information—Request to Return to Juvenile Court Jurisdiction and Foster Care,JV-468,juvenile,,https://www.courts.ca.gov/documents/jv468.pdf,,,,,,,,,,,,,,TRUE,7/1/2012,,,,,,
Findings and Orders Regarding Prima Facie Showing on Nonminor's Request to Reenter Foster Care,JV-470,juvenile,,https://www.courts.ca.gov/documents/jv470.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Findings and Order After Hearing to Consider Nonminor's Request to Reenter Foster Care,JV-472,juvenile,,https://www.courts.ca.gov/documents/jv472.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Nonminor Dependent—Consent to Copy and Inspect Nonminor Dependent Court File,JV-474,juvenile,,https://www.courts.ca.gov/documents/jv474.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Agreement of Adoption of Nonminor Dependent,JV-475,juvenile,,https://www.courts.ca.gov/documents/jv475.pdf,,,,,,,,,,,,,,FALSE,10/25/2013,,,,,,
Consent of Spouse or Registered Partner to Adoption of Nonminor Dependent,JV-477,juvenile,,https://www.courts.ca.gov/documents/jv477.pdf,,,,,,,,,,,,,,FALSE,10/25/2013,,,,,,
Order of Adoption of Nonminor Dependent,JV-479,juvenile,,https://www.courts.ca.gov/documents/jv479.pdf,,,,,,,,,,,,,,FALSE,10/25/2013,,,,,,
Parentage Inquiry,JV-500,juvenile,,https://www.courts.ca.gov/documents/jv500.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv500s.pdf,,,,TRUE,1/1/2007,,,,,,
Parentage—Findings and Judgment,JV-501,juvenile,,https://www.courts.ca.gov/documents/jv501.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv501s.pdf,,,,TRUE,1/1/2007,,,,,,
Statement Regarding Parentage (Juvenile),JV-505,juvenile,,https://www.courts.ca.gov/documents/jv505.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv505s.pdf,,,,TRUE,1/1/2008,,,,,,
Proof of Service—Juvenile,JV-510,"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv510.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Attachement to Proof of Service-Juvenile (Additional Person Served),JV-510(A),"juvenile, proof-of-service",,https://www.courts.ca.gov/documents/jv510a.pdf,,,,,,,,,,,,,,FALSE,1/1/2019,,,,,,
Fax Filing Cover Sheet,JV-520,juvenile,,https://www.courts.ca.gov/documents/jv520.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv520s.pdf,,,,TRUE,1/1/2007,,,,,,
Order to Attend Court or Provide Documents: Subpoena/Subpoena Duces Tecum,JV-525,juvenile,,https://www.courts.ca.gov/documents/jv525.pdf,,,,,,,,,,,,,,TRUE,7/1/2007,,,,,,
Certified Request for Pupil Records—Truancy,JV-530,juvenile,,https://www.courts.ca.gov/documents/jv530.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv530s.pdf,,,,TRUE,7/1/2002,,,,,,
Local Educational Agency Response to JV-530,JV-531,juvenile,,https://www.courts.ca.gov/documents/jv531.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv531s.pdf,,,,TRUE,7/1/2002,,,,,,
Order Designating Educational Rights Holder,JV-535,juvenile,,https://www.courts.ca.gov/documents/jv535.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv535s.pdf,,,,TRUE,9/1/2020,,,,,,
Information on Educational Rights Holders,JV-535-INFO,juvenile,,https://www.courts.ca.gov/documents/jv535info.pdf,,,,,,,,,,,,,,FALSE,9/1/2020,,,,,,
Attachment to Order Designating Educational Rights Holder,JV-535(A),juvenile,,https://www.courts.ca.gov/documents/jv535a.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv535as.pdf,,,,TRUE,9/1/2020,,,,,,
Local Educational Agency Response to JV-535—Appointment of Surrogate Parent,JV-536,juvenile,,https://www.courts.ca.gov/documents/jv536.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv536s.pdf,,,,TRUE,1/1/2014,,,,,,
Educational Rights Holder Statement,JV-537,juvenile,,https://www.courts.ca.gov/documents/jv537.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv537s.pdf,,,,FALSE,1/1/2014,,,,,,
Findings and Orders Regarding Transfer from School of Origin,JV-538,juvenile,,https://www.courts.ca.gov/documents/jv538.pdf,,,,,,,,,,,,,,FALSE,1/1/2014,,,,,,
Request for Hearing Regarding Child's Access to Services,JV-539,juvenile,,https://www.courts.ca.gov/documents/jv539.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv539s.pdf,,,,FALSE,1/1/2014,,,,,,
Notice of Hearing on Joinder—Juvenile,JV-540,juvenile,,https://www.courts.ca.gov/documents/jv540.pdf,,,,,,,,,,https://www.courts.ca.gov/documents/jv540s.pdf,,,,TRUE,1/1/2014,,,,,,
Motion for Transfer Out,JV-548,juvenile,,https://www.courts.ca.gov/documents/jv548.pdf,,,,,,,,,,,,,,TRUE,1/1/2017,,,,,,
